nama_upt,jenis_upt,kelas_upt,subjenis_upt,provinsi,kanwil,kabupaten_kota,alamat,latitude,longitude,coordinate_quality,coordinate_source,coordinate_score,location_hint,aktif,catatan_verifikasi
Lapas Kelas IIB Pangkalan Bun,Lapas,IIB,Umum,Kalimantan Tengah,Kantor Wilayah Ditjenpas Kalimantan Tengah,Kotawaringin Barat,,-2.50421195,111.64680968632115,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,KOTAWARINGIN BARAT,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Sampit,Lapas,IIB,Umum,Kalimantan Tengah,Kantor Wilayah Ditjenpas Kalimantan Tengah,Kotawaringin Timur,,-2.251473,112.7854648787114,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,KOTAWARINGIN TIMUR,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas III Sukamara,Lapas,III,Umum,Kalimantan Tengah,Kantor Wilayah Ditjenpas Kalimantan Tengah,Sukamara,,-2.5602491,111.18377187972831,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,SUKAMARA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Narkotika Kelas IIA Kasongan,Lapas,IIA,Narkotika,Kalimantan Tengah,Kantor Wilayah Ditjenpas Kalimantan Tengah,Katingan,,-1.85955785,113.33690507947381,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,KATINGAN,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Perempuan Kelas IIA Palangkaraya,Lapas,IIA,Perempuan,Kalimantan Tengah,Kantor Wilayah Ditjenpas Kalimantan Tengah,,,-1.6815,113.3824,Pusat provinsi—perlu verifikasi,Kandidat pusat wilayah dari dataset geocode administratif,0.421,PALANGKA RAYA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIA Palangkaraya,Rutan,IIA,Umum,Kalimantan Tengah,Kantor Wilayah Ditjenpas Kalimantan Tengah,,,-1.6815,113.3824,Pusat provinsi—perlu verifikasi,Kandidat pusat wilayah dari dataset geocode administratif,0.421,PALANGKA RAYA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Buntok,Rutan,IIB,Umum,Kalimantan Tengah,Kantor Wilayah Ditjenpas Kalimantan Tengah,Barito Selatan,,-1.9228793,114.7888903619555,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,BARITO SELATAN,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Kuala Kapuas,Rutan,IIB,Umum,Kalimantan Tengah,Kantor Wilayah Ditjenpas Kalimantan Tengah,Kapuas,,-1.9228793,114.33636187676184,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,KUALA KAPUAS,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Tamiang Layang,Rutan,IIB,Umum,Kalimantan Tengah,Kantor Wilayah Ditjenpas Kalimantan Tengah,Barito Timur,,-1.98191085,115.18038763971668,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,BARITO TIMUR,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIA Balikpapan,Lapas,IIA,Umum,Kalimantan Timur,Kantor Wilayah Ditjenpas Kalimantan Timur,Kota Balikpapan,,-1.2677838814680904,116.85374123148053,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,BALIKPAPAN,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIA Bontang,Lapas,IIA,Umum,Kalimantan Timur,Kantor Wilayah Ditjenpas Kalimantan Timur,Kota Bontang,,0.12992296917807775,117.45065094890033,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,BONTANG,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIA Samarinda,Lapas,IIA,Umum,Kalimantan Timur,Kantor Wilayah Ditjenpas Kalimantan Timur,Kota Samarinda,,-0.53035250726251,117.13650423118268,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,SAMARINDA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIA Tenggarong,Lapas,IIA,Umum,Kalimantan Timur,Kantor Wilayah Ditjenpas Kalimantan Timur,Kutai Kartanegara,,0.19563304999999998,116.20041670228474,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,KUTAI KARTANEGARA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Narkotika Kelas IIA Samarinda,Lapas,IIA,Narkotika,Kalimantan Timur,Kantor Wilayah Ditjenpas Kalimantan Timur,Kota Samarinda,,-0.53035250726251,117.13650423118268,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,SAMARINDA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Perempuan Kelas IIA Samarinda,Lapas,IIA,Perempuan,Kalimantan Timur,Kantor Wilayah Ditjenpas Kalimantan Timur,Kota Samarinda,,-0.53035250726251,117.13650423118268,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,SAMARINDA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIA Samarinda,Rutan,IIA,Umum,Kalimantan Timur,Kantor Wilayah Ditjenpas Kalimantan Timur,Kota Samarinda,,-0.53035250726251,117.13650423118268,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,SAMARINDA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Balikpapan,Rutan,IIB,Umum,Kalimantan Timur,Kantor Wilayah Ditjenpas Kalimantan Timur,Kota Balikpapan,,-1.2677838814680904,116.85374123148053,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,BALIKPAPAN,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Tanah Grogot,Rutan,IIB,Umum,Kalimantan Timur,Kantor Wilayah Ditjenpas Kalimantan Timur,Penajam Paser Utara,,-1.1973862,116.56730326735101,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,PASER,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Tanjung Redeb,Rutan,IIB,Umum,Kalimantan Timur,Kantor Wilayah Ditjenpas Kalimantan Timur,Berau,,1.77675355,117.26917636895378,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,BERAU,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIA Tarakan,Lapas,IIA,Umum,Kalimantan Utara,Kantor Wilayah Ditjenpas Kalimantan Utara,Kota Tarakan,,3.3725793411180853,117.57197768979529,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,TARAKAN,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Nunukan,Lapas,IIB,Umum,Kalimantan Utara,Kantor Wilayah Ditjenpas Kalimantan Utara,Nunukan,,3.9074565000000003,117.04235063789662,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,NUNUKAN,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIA Pangkal Pinang,Lapas,IIA,Umum,Kepulauan Bangka Belitung,Kantor Wilayah Ditjenpas Kepulauan Bangka Belitung,,,-2.7411,106.4406,Pusat provinsi—perlu verifikasi,Kandidat pusat wilayah dari dataset geocode administratif,0.337,PANGKALPINANG,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Sungai Liat,Lapas,IIB,Umum,Kepulauan Bangka Belitung,Kantor Wilayah Ditjenpas Kepulauan Bangka Belitung,Bangka Selatan,,-2.77689755,106.29395838150067,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,BANGKA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Tanjung Pandan,Lapas,IIB,Umum,Kepulauan Bangka Belitung,Kantor Wilayah Ditjenpas Kepulauan Bangka Belitung,Belitung Timur,,-2.9164574,108.00372175752332,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,BELITUNG,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Narkotika Kelas IIA Pangkal Pinang,Lapas,IIA,Narkotika,Kepulauan Bangka Belitung,Kantor Wilayah Ditjenpas Kepulauan Bangka Belitung,,,-2.7411,106.4406,Pusat provinsi—perlu verifikasi,Kandidat pusat wilayah dari dataset geocode administratif,0.337,PANGKALPINANG,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Perempuan Kelas III Pangkalpinang,Lapas,III,Perempuan,Kepulauan Bangka Belitung,Kantor Wilayah Ditjenpas Kepulauan Bangka Belitung,,,-2.7411,106.4406,Pusat provinsi—perlu verifikasi,Kandidat pusat wilayah dari dataset geocode administratif,0.337,PANGKALPINANG,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Muntok,Rutan,IIB,Umum,Kepulauan Bangka Belitung,Kantor Wilayah Ditjenpas Kepulauan Bangka Belitung,Bangka Barat,,-1.8412375,105.55187121706234,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,BANGKA BARAT,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIA Batam,Lapas,IIA,Umum,Kepulauan Riau,Kantor Wilayah Ditjenpas Kepulauan Riau,Kota Batam,,1.0507341091186948,103.96072380830518,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,BATAM,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIA Tanjung Pinang,Lapas,IIA,Umum,Kepulauan Riau,Kantor Wilayah Ditjenpas Kepulauan Riau,,,3.9457,108.1429,Pusat provinsi—perlu verifikasi,Kandidat pusat wilayah dari dataset geocode administratif,0.337,TANJUNGPINANG,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas III Dabo Singkep,Lapas,III,Umum,Kepulauan Riau,Kantor Wilayah Ditjenpas Kepulauan Riau,Lingga,,-0.5094966000000001,104.41416137114891,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,LINGGA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Narkotika Kelas IIA Tanjung Pinang,Lapas,IIA,Narkotika,Kepulauan Riau,Kantor Wilayah Ditjenpas Kepulauan Riau,,,3.9457,108.1429,Pusat provinsi—perlu verifikasi,Kandidat pusat wilayah dari dataset geocode administratif,0.337,TANJUNGPINANG,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Perempuan Kelas IIB Batam,Lapas,IIB,Perempuan,Kepulauan Riau,Kantor Wilayah Ditjenpas Kepulauan Riau,Kota Batam,,1.0507341091186948,103.96072380830518,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,BATAM,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas I Tanjung Pinang,Rutan,I,Umum,Kepulauan Riau,Kantor Wilayah Ditjenpas Kepulauan Riau,,,3.9457,108.1429,Pusat provinsi—perlu verifikasi,Kandidat pusat wilayah dari dataset geocode administratif,0.337,TANJUNGPINANG,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIA Batam,Rutan,IIA,Umum,Kepulauan Riau,Kantor Wilayah Ditjenpas Kepulauan Riau,Kota Batam,,1.0507341091186948,103.96072380830518,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,BATAM,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Tanjung Balai Karimun,Rutan,IIB,Umum,Kepulauan Riau,Kantor Wilayah Ditjenpas Kepulauan Riau,Karimun,,0.76538705,103.42874447233233,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,TANJUNG BALAI KARIMUN,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas I Bandar Lampung,Lapas,I,Umum,Lampung,Kantor Wilayah Ditjenpas Lampung,Kota Bandar Lampung,,-5.447920081849077,105.26984206354736,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,KOTA BANDAR LAMPUNG,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIA Kalianda,Lapas,IIA,Umum,Lampung,Kantor Wilayah Ditjenpas Lampung,Lampung Selatan,,-5.54148865,105.51100092534513,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,LAMPUNG SELATAN,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIA Kotabumi,Lapas,IIA,Umum,Lampung,Kantor Wilayah Ditjenpas Lampung,Lampung Utara,,-4.8086085,104.8628814822757,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,LAMPUNG UTARA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIA Metro,Lapas,IIA,Umum,Lampung,Kantor Wilayah Ditjenpas Lampung,Kota Metro,,-5.1503326710449695,105.30159360946813,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,METRO,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Gunung Sugih,Lapas,IIB,Umum,Lampung,Kantor Wilayah Ditjenpas Lampung,Lampung Tengah,,-4.8728473,105.32601289261834,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,LAMPUNG TENGAH,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Kota Agung,Lapas,IIB,Umum,Lampung,Kantor Wilayah Ditjenpas Lampung,Tanggamus,,-5.51405375,104.77714350239212,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,TANGGAMUS,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Waykanan,Lapas,IIB,Umum,Lampung,Kantor Wilayah Ditjenpas Lampung,Way Kanan,,-4.56694035,104.51616024455134,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,WAY KANAN,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Narkotika Kelas IIA Bandar Lampung,Lapas,IIA,Narkotika,Lampung,Kantor Wilayah Ditjenpas Lampung,Kota Bandar Lampung,,-5.447920081849077,105.26984206354736,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,KOTA BANDAR LAMPUNG,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Perempuan Kelas IIA Bandar Lampung,Lapas,IIA,Perempuan,Lampung,Kantor Wilayah Ditjenpas Lampung,Kota Bandar Lampung,,-5.447920081849077,105.26984206354736,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,KOTA BANDAR LAMPUNG,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas I Bandar Lampung,Rutan,I,Umum,Lampung,Kantor Wilayah Ditjenpas Lampung,Kota Bandar Lampung,,-5.447920081849077,105.26984206354736,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,KOTA BANDAR LAMPUNG,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Kota Agung,Rutan,IIB,Umum,Lampung,Kantor Wilayah Ditjenpas Lampung,Tanggamus,,-5.51405375,104.77714350239212,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,TANGGAMUS,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Kotabumi,Rutan,IIB,Umum,Lampung,Kantor Wilayah Ditjenpas Lampung,Lampung Utara,,-4.8086085,104.8628814822757,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,LAMPUNG UTARA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Krui,Rutan,IIB,Umum,Lampung,Kantor Wilayah Ditjenpas Lampung,Pesisir Barat,,-5.3669442499999995,104.18664171357318,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,PESISIR BARAT,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Menggala,Rutan,IIB,Umum,Lampung,Kantor Wilayah Ditjenpas Lampung,Tulang Bawang Barat,,-4.43242555,105.16826426180435,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,TULANG BAWANG,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Sukadana,Rutan,IIB,Umum,Lampung,Kantor Wilayah Ditjenpas Lampung,Lampung Timur,,-5.119711649999999,105.59515146938611,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,LAMPUNG TIMUR,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIA Ambon,Lapas,IIA,Umum,Maluku,Kantor Wilayah Ditjenpas Maluku,Kota Ambon,,-3.7109497541696186,128.25934175633418,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,AMBON,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Piru,Lapas,IIB,Umum,Maluku,Kantor Wilayah Ditjenpas Maluku,Seram Bagian Barat,,-3.1642057,128.48365583768998,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,SERAM BAGIAN BARAT,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Tual,Lapas,IIB,Umum,Maluku,Kantor Wilayah Ditjenpas Maluku,Kota Tual,,-5.590517831080911,132.00409352316436,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,TUAL,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas III Bandanaira,Lapas,III,Umum,Maluku,Kantor Wilayah Ditjenpas Maluku,Maluku Tengah,,-3.1214456,129.45999219128663,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,MALUKU TENGAH,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas III Dobo,Lapas,III,Umum,Maluku,Kantor Wilayah Ditjenpas Maluku,Kepulauan Aru,,-6.2281475,134.49796567482778,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,KEPULAUAN ARU,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas III Geser,Lapas,III,Umum,Maluku,Kantor Wilayah Ditjenpas Maluku,Seram Bagian Timur,,-3.42315865,130.3910924134346,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,SERAM BAGIAN TIMUR,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas III Namlea,Lapas,III,Umum,Maluku,Kantor Wilayah Ditjenpas Maluku,Buru Selatan,,-3.4866756,126.35015283292451,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,BURU,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas III Saparua,Lapas,III,Umum,Maluku,Kantor Wilayah Ditjenpas Maluku,Maluku Tengah,,-3.1214456,129.45999219128663,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,MALUKU TENGAH,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas III Saumlaki,Lapas,III,Umum,Maluku,Kantor Wilayah Ditjenpas Maluku,Kepulauan Aru,,-6.2281475,134.49796567482778,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.488,KEPULAUAN TANIMBAR,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas III Wahai,Lapas,III,Umum,Maluku,Kantor Wilayah Ditjenpas Maluku,Maluku Tengah,,-3.1214456,129.45999219128663,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,MALUKU TENGAH,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas III Wonreli,Lapas,III,Umum,Maluku,Kantor Wilayah Ditjenpas Maluku,Maluku Barat Daya,,-7.786720600000001,126.24278269900458,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,MALUKU BARAT DAYA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Perempuan Kelas III Ambon,Lapas,III,Perempuan,Maluku,Kantor Wilayah Ditjenpas Maluku,Kota Ambon,,-3.7109497541696186,128.25934175633418,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,AMBON,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIA Ambon,Rutan,IIA,Umum,Maluku,Kantor Wilayah Ditjenpas Maluku,Kota Ambon,,-3.7109497541696186,128.25934175633418,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,AMBON,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Masohi,Rutan,IIB,Umum,Maluku,Kantor Wilayah Ditjenpas Maluku,Maluku Tengah,,-3.1214456,129.45999219128663,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,MALUKU TENGAH,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIA Ternate,Lapas,IIA,Umum,Maluku Utara,Kantor Wilayah Ditjenpas Maluku Utara,Kota Ternate,,0.835846,127.355265,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,TERNATE,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Jailolo,Lapas,IIB,Umum,Maluku Utara,Kantor Wilayah Ditjenpas Maluku Utara,Halmahera Barat,,1.36310545,127.57379580323675,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,HALMAHERA BARAT,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Sanana,Lapas,IIB,Umum,Maluku Utara,Kantor Wilayah Ditjenpas Maluku Utara,Kepulauan Sula,,-1.8625438,125.83064683040956,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,KEPULAUAN SULA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIB Tobello,Lapas,IIB,Umum,Maluku Utara,Kantor Wilayah Ditjenpas Maluku Utara,Halmahera Utara,,1.6178705,127.8584679014164,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,HALMAHERA UTARA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas III Labuha,Lapas,III,Umum,Maluku Utara,Kantor Wilayah Ditjenpas Maluku Utara,Halmahera Selatan,,-1.53437,127.71655904814762,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,HALMAHERA SELATAN,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Perempuan Kelas III Ternate,Lapas,III,Perempuan,Maluku Utara,Kantor Wilayah Ditjenpas Maluku Utara,Kota Ternate,,0.835846,127.355265,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,TERNATE,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Soa Siu,Rutan,IIB,Umum,Maluku Utara,Kantor Wilayah Ditjenpas Maluku Utara,Kepulauan Sula,,-1.8625438,125.83064683040956,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,KEPULAUAN SULA,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Ternate,Rutan,IIB,Umum,Maluku Utara,Kantor Wilayah Ditjenpas Maluku Utara,Kota Ternate,,0.835846,127.355265,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,TERNATE,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Rutan Kelas IIB Weda,Rutan,IIB,Umum,Maluku Utara,Kantor Wilayah Ditjenpas Maluku Utara,Halmahera Tengah,,0.3888811,128.58322374326178,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.95,HALMAHERA TENGAH,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIA Mataram,Lapas,IIA,Umum,Nusa Tenggara Barat,Kantor Wilayah Ditjenpas Nusa Tenggara Barat,Kota Mataram,,-8.599383005690425,116.15559607287315,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,MATARAM,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
Lapas Kelas IIA Sumbawa Besar,Lapas,IIA,Umum,Nusa Tenggara Barat,Kantor Wilayah Ditjenpas Nusa Tenggara Barat,Sumbawa,,-8.5949025,117.27160682483327,Pusat kota/kabupaten—kandidat,Kandidat pusat wilayah dari dataset geocode administratif,0.88,SUMBAWA BESAR,True,Koordinat belum menunjukkan alamat gedung UPT; wajib diperiksa Super Admin.
